pathway_id	pathway_name	genes
1474228	Degradation of the extracellular matrix	A2M,ACAN,ADAM10,ADAM15,ADAM17,ADAM8,ADAM9,ADAMTS1,ADAMTS16,ADAMTS18,ADAMTS4,ADAMTS5,ADAMTS8,ADAMTS9,BCAN,BMP1,BSG,CAPN1,CAPN10,CAPN11,CAPN12,CAPN13,CAPN14,CAPN15,CAPN2,CAPN3,CAPN5,CAPN6,CAPN7,CAPN8,CAPN9,CAPNS1,CAPNS2,CASP3,CAST,CD44,CDH1,CMA1,COL12A1,COL13A1,COL14A1,COL15A1,COL16A1,COL17A1,COL18A1,COL19A1,COL23A1,COL25A1,COL26A1,COL9A1,COL9A2,COL9A3,CTRB1,CTRB2,CTSB,CTSD,CTSG,CTSK,CTSL,CTSS,CTSV,DCN,ELANE,FURIN,HSPG2,HTRA1,KLK2,KLK7,KLKB1,LAMA3,LAMA5,LAMB1,LAMB3,LAMC1,LAMC2,MMP1,MMP10,MMP11,MMP12,MMP13,MMP14,MMP15,MMP16,MMP17,MMP19,MMP2,MMP20,MMP24,MMP25,MMP3,MMP7,MMP8,MMP9,NCSTN,NID1,OPTC,PHYKPL,PLG,PRSS1,PRSS2,PSEN1,SCUBE1,SCUBE3,SPOCK3,SPP1,TIMP1,TIMP2,TLL1,TLL2,TMPRSS6,TPSAB1
169911	Regulation of Apoptosis	ADRM1,ARHGAP10,OMA1,OPA1,PAK2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RPS27A,SEM1,UBA52,UBB,UBC
6785470	tRNA processing in the mitochondrion	ELAC2,HSD17B10,PRORP,TRMT10C,TRNT1
451326	Activation of kainate receptors upon glutamate binding	CALM1,DLG1,DLG3,DLG4,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,NCALD,PLCB1,PLCB2,PLCB3
8956319	Nucleotide catabolism	ADPRM,AGXT2,DNPH1,DPYD,DPYS,ENTPD1,ENTPD2,ENTPD3,ENTPD4,ENTPD5,ENTPD6,ENTPD7,ENTPD8,GDA,ITPA,NT5C,NT5C1A,NT5C1B,NT5C2,NT5E,NT5M,NUDT1,NUDT15,NUDT16,NUDT18,NUDT5,NUDT9,PNP,POMP,SAMHD1,TYMP,UPB1,UPP1,UPP2,XDH
499943	Interconversion of nucleotide di- and triphosphates	AK1,AK2,AK4,AK5,AK6,AK7,AK8,AK9,CMPK1,CTPS1,CTPS2,DCTD,DCTPP1,DTYMK,DUT,GLRX,GSR,GUK1,NME1,NME2,NME2P1,NME3,NME4,NUDT13,RRM1,RRM2,RRM2B,TXN,TXNRD1,TYMS
977443	GABA receptor activation	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ARHGEF9,GABBR1,GABBR2,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRG2,GABRG3,GABRQ,GABRR1,GABRR2,GABRR3,GNAI1,GNAI2,GNAI3,GNAL,GNAT3,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,KCNJ10,KCNJ12,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ9,NPTN
9758919	Epithelial-Mesenchymal Transition (EMT) during gastrulation	CDH1,CLDN7,EOMES,FGFR1,OCLN,SNAI1,TBXT
9860927	Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells	ABL1,ANXA2,CAPN2,CAPNS1,CAPNS2,CHUK,GNA11,GNAQ,IKBKB,IKBKE,IKBKG,ITGA5,ITGAV,ITGB1,ITGB3,NFKB1,NFKBIA,NLRP3,PDE4D,PIEZO1,PPP2CA,PPP2R1A,PPP2R1B,PPP2R2A,PTK2,PTPN1,RELA,STAT1,VCL,YAP1
427359	SIRT1 negatively regulates rRNA expression	H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C15,H4C1,HIST1H3G,RRP8,SIRT1,SUV39H1,TAF1A,TAF1B,TAF1C,TAF1D,TBP
163125	Post-translational modification: synthesis of GPI-anchored proteins	ALPG,ALPI,ALPL,ART3,ART4,BST1,CD109,CD52,CEACAM5,CEACAM7,CNTN3,CNTN4,CNTN5,CPM,DPM1,DPM2,DPM3,FCGR3B,FOLR2,GP2,GPAA1,GPIHBP1,GPLD1,IZUMO1R,LSAMP,LY6D,LY6E,LY6G6C,LY6G6D,LY6H,LY6K,LYPD1,LYPD2,LYPD3,LYPD4,LYPD5,LYPD6B,LYPD8,MDGA1,MDGA2,MELTF,MSLN,NEGR1,NRN1,NRN1L,NTM,NTNG1,NTNG2,OPCML,OTOA,PGAP1,PIGA,PIGB,PIGC,PIGF,PIGG,PIGH,PIGK,PIGL,PIGM,PIGN,PIGO,PIGP,PIGQ,PIGS,PIGT,PIGU,PIGV,PIGW,PIGX,PIGY,PIGZ,PLAUR,PLET1,PRND,PRSS21,PRSS41,PSCA,RAET1G,RAET1L,RECK,RTN4RL1,RTN4RL2,SPACA4,SPRN,TECTA,TECTB,TEX101,THY1,ULBP2,VNN1,VNN2,XPNPEP2
5693606	DNA Double Strand Break Response	ABL1,APBB1,ATM,BABAM1,BAP1,BARD1,BAZ1B,BRCA1,BRCC3,BRE,CHEK2,EYA1,EYA2,EYA3,EYA4,FAM175A,H2AFX,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-4,H4C1,HERC2,KAT5,KDM4A,KDM4B,KPNA2,MAPK8,MDC1,MRE11,NBN,NSD2,PIAS4,PPP5C,RAD50,RNF168,RNF8,RPS27A,SMARCA5,SUMO1,TP53,TP53BP1,UBA52,UBB,UBC,UBE2I,UBE2N,UBE2V2,UBXN1,UIMC1
9796292	Formation of axial mesoderm	CTNNB1,FOXA1,FOXA2,FOXH1,LEF1,NOTO,SHH,SMAD2,SMAD3,TBXT,TCF7,TEAD2,TEAD4,YAP1
1187000	Fertilization	ACR,ADAM2,ADAM20,ADAM21,ADAM30,B4GALT1,CATSPER1,CATSPER2,CATSPER3,CATSPER4,CATSPERB,CATSPERD,CATSPERG,CD9,HVCN1,IZUMO1,IZUMO2,IZUMO3,IZUMO4,KCNU1,OVGP1,SPAM1,ZP1,ZP2,ZP3,ZP4
1368082	RORA activates gene expression	CARM1,CHD9,CPT1A,CREBBP,EP300,HELZ2,MED1,NCOA1,NCOA2,NCOA6,PPARA,RORA,RXRA,SMARCD3,SREBF1,TBL1X,TBL1XR1,TGS1
9648002	RAS processing	ABHD17A,ABHD17B,ABHD17C,ARL2,BCL2L1,CALM1,FNTA,FNTB,GOLGA7,HRAS,ICMT,KRAS,LYPLA1,NRAS,PDE6D,PRKCQ,PRKG2,RCE1,USP17L2,ZDHHC9
5627083	RHO GTPases regulate CFTR trafficking	CFTR,GOPC,RHOQ
5610787	Hedgehog 'off' state	ADCY1,ADCY10,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADRM1,BTRC,CSNK1A1,CUL1,DYNC2H1,FUZ,GLI1,GLI2,GLI3,GNAS,GPR161,GSK3B,IFT122,IFT140,IFT172,IFT52,IFT57,IFT88,INTU,ITCH,KIF3A,KIF7,MKS1,NUMB,OFD1,PRKACA,PRKACB,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTCH1,RBX1,RPGRIP1L,RPS27A,SEM1,SKP1,SMO,SUFU,TTC21B,TULP3,UBA52,UBB,UBC,WDR19,WDR35
1679131	Trafficking and processing of endosomal TLR	CNPY3,CTSB,CTSK,CTSL,CTSS,CTSV,HSP90B1,LGMN,TLR3,TLR7,TLR8,TLR9,UNC93B1
9006115	Signaling by NTRK2 (TRKB)	BDNF,CDK5,CDK5R1,DOCK3,FRS2,FRS3,FYN,GAB1,GRB2,GRIN2B,HRAS,KRAS,NRAS,NTF3,NTF4,NTRK2,PIK3CA,PIK3R1,PLCG1,PTPN11,RAC1,SHC1,SOS1,SRC,TIAM1
774815	Nucleosome assembly	APITD1,CENPA,CENPC,CENPH,CENPI,CENPK,CENPL,CENPM,CENPN,CENPO,CENPP,CENPQ,CENPT,CENPU,CENPW,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H4C1,HJURP,ITGB3BP,KNL1,MIS18A,MIS18BP1,NPM1,OIP5,RBBP4,RBBP7,RSF1,RUVBL1,SMARCA5,STRA13
4755510	SUMOylation of immune response proteins	EIF2AK2,IKBKE,IKBKG,NFKB2,NFKBIA,PIAS3,PIAS4,RELA,SUMO1,SUMO3,TOPORS,UBE2I
9758920	Formation of lateral plate mesoderm	BMP4,FOXF1,GATA4,IHH,SHH
8955332	Carboxyterminal post-translational modifications of tubulin	AGBL1,AGBL2,AGBL3,AGBL4,AGBL5,AGTPBP1,LRRC49,NICN1,PGS1,SVBP,TPGS2,TTL,TTLL1,TTLL10,TTLL11,TTLL12,TTLL13P,TTLL2,TTLL3,TTLL4,TTLL5,TTLL6,TTLL7,TTLL8,TTLL9,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3E,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,VASH1,VASH2
418889	Caspase activation via Dependence Receptors in the absence of ligand	APPL1,CASP3,CASP9,DAPK1,DAPK2,DAPK3,DCC,MAGED1,UNC5A,UNC5B
5625900	RHO GTPases activate CIT	CDKN1B,CIT,DLG4,KIF14,MYH10,MYH11,MYH14,MYH9,MYL12B,MYL6,MYL9,PPP1CB,PPP1R12A,PPP1R12B,PRC1,RAC1,RHOA,RHOB,RHOC
8851680	Butyrophilin (BTN) family interactions	BTN1A1,BTN2A1,BTN2A2,BTN3A1,BTN3A2,BTN3A3,BTNL2,BTNL8,BTNL9,CD209,PPL,XDH
9821002	Chromatin modifications during the maternal to zygotic transition (MZT)	AICDA,C2orf61,DPPA3,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C15,H4C1,HIST1H3G,KDM5A,KDM5B,KDM6A,KDM6B,METTL23,TET3,UHRF1,UNG
9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	ABCA6,AGRP,ATXN3,CAT,FBXO32,FOXO1,FOXO3,FOXO4,FOXO6,G6PC,G6PC1,GCK,HDAC1,HDAC2,IGFBP1,INS,NPY,NR3C1,PCK1,PLXNA4,POMC,PPARGC1A,RETN,SIN3A,SIRT3,SMAD2,SMAD3,SMAD4,SOD2,SREBF1,TRIM63
9664424	Cell recruitment (pro-inflammatory response)	C3,C3AR1,CASP1,CTSG,ENTPD1,ENTPD5,GSDMD,HMOX1,HSP90AB1,IL18,IL1A,IL1B,MEFV,NFKB1,NFKB2,NLRP3,NT5E,P2RX4,P2RX7,PSTPIP1,PYCARD,RELA,SUGT1,TXN,TXNIP
9856532	Mechanical load activates signaling by PIEZO1 and integrins in osteocytes	AKT1,CACNA1H,CACNA2D1,CACNB1,CACNB2,CACNB3,CACNG7,GJA1,HSPG2,ITGA5,ITGAV,ITGB1,ITGB3,P2RX7,PANX1,PIEZO1,SPP1
9664422	FCGR3A-mediated phagocytosis	ABI1,ABI2,ABL1,ACTB,ACTG1,ACTR2,ACTR3,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,BAIAP2,BRK1,BTK,CD247,CD3G,CDC42,CRK,CYFIP1,CYFIP2,DOCK1,ELMO1,ELMO2,FCGR3A,FGR,FYN,GRB2,HCK,IGHG1,IGHG2,IGHG3,IGHG4,IGHV,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV3-9,IGHV4-34,IGHV4-39,IGHV4-59,IGHV7-81,IGKC,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC1,IGLC2,IGLC3,IGLC6,IGLC7,IGLV,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,LPG1G2,LYN,MAPK1,MAPK3,MYH2,MYH9,MYO10,MYO1C,MYO5A,MYO9B,NCK1,NCKAP1,NCKAP1L,NCKIPSD,PTK2,RAC1,SRC,SYK,VAV1,VAV2,VAV3,WAS,WASF1,WASF2,WASF3,WASL,WIPF1,WIPF2,WIPF3,YES1
9856651	MITF-M-dependent gene expression	ACTB,ACTL6A,AGO1,AGO2,AGO3,AGO4,AKT2,ARID1A,ARID1B,ASAH1,ATP6AP2,ATP6V0A1,ATP6V0B,ATP6V0C,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B2,ATP6V1C1,ATP6V1D,ATP6V1E1,ATP6V1F,ATP6V1G1,ATP6V1H,ATPV0D1,BCL2,BCL2A1,BCL7A,BCL7B,BCL7C,BIRC7,BRCA1,CCNB1,CCND1,CDC25B,CDH1,CDH2,CDK2,CDKN1A,CDKN2A,CEACAM1,CREB1,CTNNB1,DCT,DIAPH1,DICER1,DPF1,DPF2,DPF3,EDIL3,GMPR,GPR143,GXYLT2,HDAC1,HINT1,IRF4,ITGA2,LEF1,LIG1,MAPK14,MCM2,MCM5,MET,MIR211,MITF,MLANA,MLPH,MOV10,MYO5A,MYRIP,PLK1,PMEL,POU3F2,PPARGC1A,PXDN,PXN,RAB27A,SERPINE1,SIN3A,SIRT1,SMARCA2,SMARCA4,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCD3,SMARCE1,SOX10,SOX2,SS18,SS18L1,STT3B,SYTL2,TBX2,TCF7,TCF7L1,TCF7L2,TERT,TFAP2A,TNRC6A,TNRC6B,TNRC6C,TRPM1,TYR,TYRP1,USF1,ZEB1
9856530	High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADM,AKT1,CALCRL,CALM1,CAPN2,CAPNS1,CAPNS2,CDH5,CTNNB1,FLT4,FYN,GNA11,GNAQ,GNAS,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,KDR,MAPKAP1,MLST8,MMP14,MTOR,NOS3,P2RY2,PANX1,PDPK1,PECAM1,PIEZO1,PIK3CA,PIK3CB,PIK3CD,PIK3R2,PKN2,PRKACA,PRKACB,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRR5,RAMP2,RICTOR,TLN1,TRPV4,VCL
9616222	Transcriptional regulation of granulopoiesis	CBFB,CDK2,CDK4,CDKN1A,CEBPA,CEBPB,CEBPE,CREB1,CSF3R,DEK,E2F1,EP300,FLI1,GATA2,GFI1,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C15,H4C1,HIST1H3G,IL6R,KLF5,KMT2A,LEF1,MYB,MYC,PML,RARA,RUNX1,RXRA,SPI1,STAT3,TAL1,TFDP1,TFDP2
71288	Creatine metabolism	CKB,CKM,CKMT1A,CKMT2,GAMT,GATM,SLC6A11,SLC6A12,SLC6A7,SLC6A8
8848021	Signaling by PTK6	AKT1,ARAP1,ARHGAP35,BCAR1,BTC,CBL,CCND1,CCNE1,CDK2,CDK4,CDKN1B,CRK,DOCK1,DOK1,EGF,EGFR,ELMO1,ELMO2,EPAS1 (HIF2A),ERBB2,ERBB3,ERBB4,EREG,GPNMB,HBEGF,HIF1A,HRAS,KHDRBS1,KHDRBS2,KHDRBS3,KRAS,LRRK2,NR3C1,NRAS,NRG1,NRG2,NRG3,NRG4,PELP1,PTK6,PTPN1,PXN,RAC1,RASA1,RHOA,RPS27A,SFPQ,SOCS3,SRMS,STAP2,STAT3,UBA52,UBB,UBC
200425	Carnitine shuttle	CPT1A,CPT1B,CPT2,MID1IP1,PPARD,PRKAA2,PRKAB2,PRKAG2,RXRA,SLC22A5,SLC25A20,THRSP
5688426	Deubiquitination	ACTB,ACTL6A,ACTR5,ACTR8,ADRB2,ADRM1,APC,AR,ARRB1,ARRB2,ASXL1,ASXL2,ATXN3,ATXN3L,ATXN7,AXIN1,AXIN2,BABAM1,BAP1,BARD1,BECN1,BIRC2,BIRC3,BRCA1,BRCC3,BRE,CCNA1,CCNA2,CCP110,CDC20,CDC25A,CDK1,CFTR,CLSPN,CYLD,DDB2,EP300,ESR1,FAM175A,FAM175B,FKBP8,FOXK1,FOXK2,FOXO4,GATA3,H2AC1,H2AC11,H2AC12,H2AC14,H2AC18,H2AC20,H2AC21,H2AC25,H2AC4,H2AC6,H2AC7,H2BC1,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC18,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,HCFC1,HGS,HIF1A,IDE,IFIH1,IKBKG,IL33,INO80,INO80B,INO80C,INO80D,INO80E,JOSD1,JOSD2,KAT2A,KAT2B,KDM1B,KEAP1,MAP3K7,MAT2B,MAVS,MBD5,MBD6,MCRS1,MDM2,MDM4,MUL1,MYC,MYSM1,NEDD8,NFKBIA,NFRKB,NLRP3,NOD1,NOD2,OGT,OTUB1,OTUB2,OTUD3,OTUD5,OTUD7A,OTUD7B,PARK2,POLB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTEN,PTRH2,RAD23A,RAD23B,RCE1,RHOA,RHOT1,RIGI,RIPK1,RIPK2,RNF123,RNF128,RNF135,RNF146,RPS27A,RUVBL1,SEM1,SENP8,SIAH2,SKP2,SMAD1,SMAD2,SMAD3,SMAD4,SMAD7,SMURF2,SNX3,STAM,STAM2,STAMBP,STAMBPL1,SUDS3,TAB1,TADA2B,TADA3,TAF10,TAF9B,TFPT,TGFB1,TGFBR1,TGFBR2,TNFAIP3,TNIP1,TNIP2,TNIP3,TNKS,TNKS2,TOMM20,TOMM70,TP53,TRAF2,TRAF3,TRAF6,TRIM25,TRIM4,TRRAP,UBA52,UBB,UBC,UBE2D1,UCHL1,UCHL3,UCHL5,UFD1L,UIMC1,USP10,USP11,USP12,USP13,USP14,USP16,USP17L1,USP17L10,USP17L11,USP17L12,USP17L13,USP17L15,USP17L17,USP17L18,USP17L19,USP17L2,USP17L20,USP17L21,USP17L22,USP17L24,USP17L3,USP17L4,USP17L5,USP17L8,USP18,USP19,USP2,USP20,USP21,USP22,USP24,USP25,USP26,USP28,USP3,USP30,USP33,USP34,USP37,USP4,USP42,USP44,USP47,USP48,USP49,USP5,USP7,USP8,USP9X,VCP,VCPIP1,VDAC1,VDAC2,VDAC3,WDR20,WDR48,YOD1,YY1,ZRANB1
162587	HIV Life Cycle	AAAS,BANF1,CCNH,CCNK,CCNT1,CCNT2,CCR5,CD4,CDK7,CDK9,CHMP2A,CHMP2B,CHMP3,CHMP4A,CHMP4B,CHMP4C,CHMP5,CHMP6,CHMP7,CTDP1,CXCR4,ELL,ELOA,ELOA2,ELOB,ELOC,ERCC2,ERCC3,FEN1,FURIN,GTF2A1,GTF2A2,GTF2B,GTF2E1,GTF2E2,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,HMGA1,KPNA1,LIG1,LIG4,MNAT1,MVB12A,MVB12B,NCBP1,NCBP2,NDC1,NEDD4L,NELFA,NELFB,NELFCD,NELFE,NMT1,NMT2,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PDCD6IP,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,POM121,POM121C,PPIA,PSIP1,RAE1,RAN,RANBP1,RANBP2,RANGAP1,RCC1,RNGTT,RNMT,RPS27A,SEC13,SEH1L,SSRP1,SUPT16H,SUPT4H1,SUPT5H,TAF1,TAF10,TAF11,TAF12,TAF13,TAF15,TAF1L,TAF2,TAF3,TAF4,TAF4B,TAF5,TAF6,TAF7,TAF7L,TAF9,TAF9B,TBP,TCEA1,TPR,TSG101,UBA52,UBAP1,UBB,UBC,VPS28,VPS37A,VPS37B,VPS37C,VPS37D,VPS4A,VPS4B,VTA1,XPO1,XRCC4,XRCC5,XRCC6,env,gag,gag-pol,nef,rev,tat,vif,vpr,vpu
9018683	Biosynthesis of DPA-derived SPMs	ALOX12,ALOX15,ALOX5,PTGS2
9662361	Sensory processing of sound by outer hair cells of the cochlea	ATP2B2,CASK,CDH23,CHRNA10,CHRNA9,CIB2,CLIC5,DFNB59,EPB41L1,EPB41L3,EPS8,EPS8L2,ESPN,ESPNL,EZR,FAM65B,FSCN2,GRXCR1,GRXCR2,GSN,KCNMA1,KCNMB1,KCNN2,KCNQ4,LHFPL5,MPP1,MSN,MYH9,MYO15A,MYO1C,MYO3A,MYO3B,MYO7A,OTOG,OTOGL,PCDH15,PLS1,RDX,SLC26A5,SPTAN1,SPTBN1,STRC,TMC1,TMC2,TMIE,TPRN,TRIOBP,TWF1,TWF2,USH1C,USH1G,WHRN,XIRP2
186797	Signaling by PDGF	BCAR1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL6A1,COL6A2,COL6A3,COL6A5,COL6A6,COL9A1,COL9A2,COL9A3,CRK,CRKL,FURIN,GRB2,GRB7,HRAS,KRAS,NCK1,NCK2,NRAS,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLAT,PLCG1,PLG,PTPN11,PTPN12,RAPGEF1,RASA1,SOS1,SPP1,SRC,STAT1,STAT3,STAT5A,STAT5B,STAT6,THBS1,THBS2,THBS3,THBS4
9662360	Sensory processing of sound by inner hair cells of the cochlea	ATP2B1,ATP2B2,BSN,CABP1,CABP2,CACNA1D,CACNA2D2,CACNB2,CAPZA1,CAPZA2,CAPZB,CASK,CDH23,CIB2,CLIC5,CTBP2,DFNB59,DNAJC5,EPB41L1,EPB41L3,EPS8,EPS8L2,ESPN,ESPNL,EZR,FAM65B,FSCN2,GRXCR1,GRXCR2,KCNMA1,KCNMB1,KCNQ4,LHFPL5,LRRC52,MSN,MYH9,MYO15A,MYO1C,MYO3A,MYO3B,MYO7A,OTOF,PCDH15,PCLO,PLS1,RAB3A,RDX,SLC17A8,SNAP25,SPTAN1,SPTBN1,STRC,STX1A,SYN1,SYP,TMC1,TMC2,TMIE,TPRN,TRIOBP,TWF1,TWF2,USH1C,USH1G,VAMP2,WHRN,XIRP2
8852405	Signaling by MST1	HPN,MST1,MST1R,SPINT1,SPINT2
1912422	Pre-NOTCH Expression and Processing	AGO1,AGO2,AGO3,AGO4,ATP2A1,ATP2A2,ATP2A3,B4GALT1,CCND1,CREBBP,E2F1,E2F3,ELANE,ELF3,EP300,FURIN,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C15,H4C1,HIST1H3G,JUN,KAT2A,KAT2B,LFNG,MAML1,MAML2,MAML3,MAMLD1,MFNG,MIR34A,MIR34B,MIR34C,MOV10,NOTCH1,NOTCH2,NOTCH2NLA,NOTCH2NLB,NOTCH2NLC,NOTCH2NLR,NOTCH3,NOTCH4,POFUT1,POGLUT1,PRKCI,RAB6A,RBPJ,RFNG,RUNX1,SEL1L,SIRT6,SNW1,ST3GAL3,ST3GAL4,ST3GAL6,TFDP1,TFDP2,TMED2,TNRC6A,TNRC6B,TNRC6C,TP53
9823739	Formation of the anterior neural plate	GBX2,NANOG,OTX2,PAX6,POU3F1,POU5F1 (OCT4),SOX1,SOX2,ZEB2,ZIC2,ZNF521
450531	Regulation of mRNA stability by proteins that bind AU-rich elements	ADRM1,AKT1,ANP32A,DCP1A,DCP2,DIS3,EIF4G1,ELAVL1,EXOSC1,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC6,EXOSC7,EXOSC8,EXOSC9,HNRNPD,HSBP1,HSPA1A,HSPA8,KHSRP,MAPK11,MAPK14,MAPKAPK2,NUP214,PABPC1,PARN,PRKCA,PRKCD,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RPS27A,SEM1,SET,TNFSF13,TNPO1,UBA52,UBB,UBC,XPO1,XRN1,YWHAB,YWHAZ,ZFP36,ZFP36L1
